epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_aux,train/loss_ce,train/loss_ce_aux,train/loss_giou,train/loss_giou_aux,train/lr,train/lr_max,train/lr_min,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAP_75,val/ema_mAR,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
35,4211,,,,,,,,,,,,,,,,0.8090614676475525,0.8184419274330139,0.5532726049423218,0.6177705526351929,0.6912121176719666,0.8184419274330139,0.5532726049423218,0.6177705526351929,0.6912121176719666,0.8680555820465088,0.7575757503509521
35,4211,30.668804168701172,29.60683822631836,30.77991485595703,31.02350425720215,-2.2822975154213054e-07,2.96282958984375,0.02412566915154457,0.09853934496641159,0.3267677426338196,1.1265919208526611,0.09948226809501648,0.34858986735343933,,,,,,,,,,,,,,
36,4249,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
36,4299,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
36,4328,,,,,,,,,,,,,,,,0.8113207817077637,0.811439573764801,0.5486212372779846,0.598727822303772,0.6912121176719666,0.811439573764801,0.5486212372779846,0.598727822303772,0.6912121176719666,0.843137264251709,0.7818182110786438
36,4328,30.86111068725586,29.938034057617188,30.83333396911621,30.44658088684082,-1.9562550335194828e-07,2.8975749015808105,0.023637639358639717,0.09532163292169571,0.3213084638118744,1.1056255102157593,0.09753064811229706,0.3403919041156769,,,,,,,,,,,,,,
37,4349,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
37,4399,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
37,4445,,,,,,,,,,,,,,,,0.8058252334594727,0.8085682392120361,0.5493865609169006,0.6102812886238098,0.6954545378684998,0.8085682392120361,0.5493865609169006,0.6102812886238098,0.6954545378684998,0.8645833134651184,0.7545454502105713
37,4445,30.367521286010742,29.952991485595703,30.463674545288086,30.14316177368164,-1.9562550335194828e-07,2.8661446571350098,0.023524286225438118,0.0940069854259491,0.32273703813552856,1.097084403038025,0.09617992490530014,0.33315378427505493,,,,,,,,,,,,,,
38,4449,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
38,4499,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
38,4549,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
38,4562,,,,,,,,,,,,,,,,0.8111658692359924,0.8165964484214783,0.5563594102859497,0.6089779734611511,0.7036363482475281,0.8165964484214783,0.5563594102859497,0.6089779734611511,0.7036363482475281,0.8853046298027039,0.7484848499298096
38,4562,30.865385055541992,30.100427627563477,30.58760643005371,30.329059600830078,0.0016434498829767108,2.878787040710449,0.02485497295856476,0.09742885082960129,0.3221067488193512,1.0885564088821411,0.09599929302930832,0.3323529362678528,,,,,,,,,,,,,,
39,4599,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
39,4649,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
39,4679,,,,,,,,,,,,,,,,0.8131868243217468,0.8271181583404541,0.557592511177063,0.6136989593505859,0.7045454382896423,0.8271181583404541,0.557592511177063,0.6136989593505859,0.7045454382896423,0.8436481952667236,0.7848485112190247
39,4679,31.08333396911621,30.05555534362793,30.963674545288086,30.97222137451172,-2.119276274470394e-07,2.928633451461792,0.024157458916306496,0.09882297366857529,0.3173679709434509,1.1072161197662354,0.09855224192142487,0.34602099657058716,,,,,,,,,,,,,,
40,4699,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
40,4749,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
40,4796,,,,,,,,,,,,,,,,0.7987220287322998,0.8113809823989868,0.555618166923523,0.6128391027450562,0.7021211981773376,0.8113809823989868,0.555618166923523,0.6128391027450562,0.7021211981773376,0.8445945978164673,0.7575757503509521
40,4796,30.401708602905273,29.871795654296875,30.267093658447266,30.290597915649414,-2.2822975154213054e-07,2.907823085784912,0.024154704064130783,0.09904638677835464,0.31682002544403076,1.0932601690292358,0.09682001918554306,0.3440486490726471,,,,,,,,,,,,,,
41,4799,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
41,4849,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
41,4899,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
41,4913,,,,,,,,,,,,,,,,0.8203497529029846,0.8265617489814758,0.5598767399787903,0.6141011118888855,0.7024242281913757,0.8265617489814758,0.5598767399787903,0.6141011118888855,0.7024242281913757,0.8628762364387512,0.7818182110786438
41,4913,30.876068115234375,29.80128288269043,30.71794891357422,30.66025733947754,-2.2822975154213054e-07,2.8013336658477783,0.02301078848540783,0.09215012937784195,0.3102772831916809,1.0737985372543335,0.09325221180915833,0.3274747133255005,,,,,,,,,,,,,,
42,4949,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
42,4999,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
42,5030,,,,,,,,,,,,,,,,0.8229665160179138,0.8318370580673218,0.5651333332061768,0.6109341979026794,0.7127272486686707,0.8318370580673218,0.5651333332061768,0.6109341979026794,0.7127272486686707,0.868686854839325,0.7818182110786438
42,5030,30.403846740722656,29.955127716064453,30.294872283935547,30.309829711914062,-1.9562550335194828e-07,2.684544801712036,0.022152135148644447,0.08754569292068481,0.30097803473472595,1.0156327486038208,0.09225405752658844,0.31746846437454224,,,,,,,,,,,,,,
43,5049,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
43,5099,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
43,5147,,,,,,,,,,,,,,,,0.8214849829673767,0.8260924816131592,0.5563838481903076,0.6086414456367493,0.7015151381492615,0.8260924816131592,0.5563838481903076,0.6086414456367493,0.7015151381492615,0.8580858111381531,0.7878788113594055
43,5147,30.658119201660156,30.177350997924805,30.615385055541992,30.433761596679688,-2.119276274470394e-07,2.6947991847991943,0.023022785782814026,0.08852989971637726,0.30285006761550903,1.0250087976455688,0.0912809893488884,0.31330710649490356,,,,,,,,,,,,,,
44,5149,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
44,5199,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
44,5249,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
44,5264,,,,,,,,,,,,,,,,0.8107255697250366,0.8215785622596741,0.5556166172027588,0.6087102293968201,0.6981818079948425,0.8215785622596741,0.5556166172027588,0.6087102293968201,0.6981818079948425,0.8453947305679321,0.7787878513336182
44,5264,30.811965942382812,30.52777862548828,30.743589401245117,30.46794891357422,-2.119276274470394e-07,2.659728527069092,0.021932318806648254,0.08626948297023773,0.3005581498146057,1.02645742893219,0.08852702379226685,0.30732443928718567,,,,,,,,,,,,,,
45,5299,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
45,5349,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
45,5381,,,,,,,,,,,,,,,,0.8119122385978699,0.8307158946990967,0.5626903772354126,0.6106190085411072,0.70333331823349,0.8307158946990967,0.5626903772354126,0.6106190085411072,0.70333331823349,0.8409090638160706,0.7848485112190247
45,5381,30.83333396911621,30.35897445678711,30.97008514404297,30.617521286010742,-2.119276274470394e-07,2.678931951522827,0.02168695069849491,0.08594507724046707,0.3024233281612396,1.032318115234375,0.09045246988534927,0.31256183981895447,,,,,,,,,,,,,,
46,5399,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
46,5449,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
46,5498,,,,,,,,,,,,,,,,0.7993680834770203,0.8309205770492554,0.5628096461296082,0.623978853225708,0.7006060481071472,0.8309205770492554,0.5628096461296082,0.623978853225708,0.7006060481071472,0.8349835276603699,0.7666666507720947
46,5498,31.168804168701172,30.418804168701172,31.012821197509766,30.96581268310547,0.0032871116418391466,2.656294822692871,0.02090756595134735,0.08454521745443344,0.2950124740600586,1.029746174812317,0.08991352468729019,0.3122234046459198,,,,,,,,,,,,,,
47,5499,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
47,5549,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
47,5599,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
47,5615,,,,,,,,,,,,,,,,0.801232635974884,0.8200405240058899,0.5547081232070923,0.5969115495681763,0.6921212077140808,0.8200405240058899,0.5547081232070923,0.5969115495681763,0.6921212077140808,0.815047025680542,0.7878788113594055
47,5615,31.350427627563477,30.514957427978516,31.309829711914062,31.019229888916016,-2.2822975154213054e-07,2.574199676513672,0.02094370871782303,0.0827597975730896,0.28969424962997437,0.9991524815559387,0.08539673686027527,0.29802191257476807,,,,,,,,,,,,,,
48,5649,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
48,5699,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
48,5732,,,,,,,,,,,,,,,,0.812199056148529,0.8195505738258362,0.5581286549568176,0.6120915412902832,0.696363627910614,0.8195505738258362,0.5581286549568176,0.6120915412902832,0.696363627910614,0.8634812235832214,0.7666666507720947
48,5732,31.41666603088379,30.75213623046875,31.294872283935547,30.918804168701172,-2.119276274470394e-07,2.6429247856140137,0.021145619451999664,0.08577267080545425,0.2980932593345642,1.0336177349090576,0.08622197061777115,0.3020889163017273,,,,,,,,,,,,,,
49,5749,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
49,5799,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
49,5849,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
49,5849,,,,,,,,,,,,,,,,0.807131290435791,0.8174124360084534,0.5567062497138977,0.6113300323486328,0.6990908980369568,0.8174124360084534,0.5567062497138977,0.6113300323486328,0.6990908980369568,0.8675957918167114,0.7545454502105713
49,5849,30.77991485595703,30.401708602905273,30.730770111083984,30.97222137451172,0.21367502212524414,2.770475387573242,0.02246650494635105,0.09201806783676147,0.3081790804862976,1.053455114364624,0.09240907430648804,0.3258002698421478,,,,,,,,,,,,,,
