epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_aux,train/loss_ce,train/loss_ce_aux,train/loss_giou,train/loss_giou_aux,train/lr,train/lr_max,train/lr_min,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAP_75,val/ema_mAR,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
12,1499,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
12,1520,,,,,,,,,,,,,,,,0.8239095211029053,0.8382126092910767,0.562038242816925,0.6009193062782288,0.7224242687225342,0.8382126092910767,0.562038242816925,0.6009193062782288,0.7224242687225342,0.8823529481887817,0.7727272510528564
12,1520,27.02777862548828,25.982906341552734,26.884614944458008,26.844017028808594,0.009861709550023079,3.908665180206299,0.035558369010686874,0.13355347514152527,0.4457743763923645,1.4624247550964355,0.13137958943843842,0.4460744559764862,,,,,,,,,,,,,,
13,1549,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
13,1599,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
13,1637,,,,,,,,,,,,,,,,0.8244766592979431,0.8422868251800537,0.5658133625984192,0.6101378202438354,0.7224242687225342,0.8422868251800537,0.5658133625984192,0.6101378202438354,0.7224242687225342,0.8797250986099243,0.7757575511932373
13,1637,28.615385055541992,27.41666603088379,28.514957427978516,27.438034057617188,-2.445318898480764e-07,3.8120944499969482,0.03553566336631775,0.1335662305355072,0.4172941744327545,1.3891528844833374,0.13209809362888336,0.44797173142433167,,,,,,,,,,,,,,
14,1649,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
14,1699,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
14,1749,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
14,1754,,,,,,,,,,,,,,,,0.8261563181877136,0.8458104133605957,0.5697329640388489,0.5982997417449951,0.7163636088371277,0.8458104133605957,0.5697329640388489,0.5982997417449951,0.7163636088371277,0.872053861618042,0.7848485112190247
14,1754,27.80769157409668,26.651708602905273,27.519229888916016,27.405982971191406,-2.445318898480764e-07,3.814073085784912,0.035919785499572754,0.12454986572265625,0.44860541820526123,1.4413212537765503,0.13107071816921234,0.42982783913612366,,,,,,,,,,,,,,
15,1799,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
15,1849,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
15,1871,,,,,,,,,,,,,,,,0.8212560415267944,0.8404421806335449,0.5674842000007629,0.6027176380157471,0.7157575488090515,0.8404421806335449,0.5674842000007629,0.6027176380157471,0.7157575488090515,0.876288652420044,0.7727272510528564
15,1871,29.183761596679688,27.700855255126953,28.80769157409668,28.309829711914062,0.21367499232292175,3.6985769271850586,0.03446592763066292,0.12878690659999847,0.41022977232933044,1.3527333736419678,0.1288292407989502,0.43084388971328735,,,,,,,,,,,,,,
16,1899,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
16,1949,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
16,1988,,,,,,,,,,,,,,,,0.8280254602432251,0.8400010466575623,0.5646500587463379,0.6001448035240173,0.7172726988792419,0.8400010466575623,0.5646500587463379,0.6001448035240173,0.7172726988792419,0.8724831938743591,0.7878788113594055
16,1988,28.83333396911621,27.28205108642578,28.732906341552734,27.995725631713867,-2.445318898480764e-07,3.668856620788574,0.03390508517622948,0.12569160759449005,0.4091024398803711,1.3568775653839111,0.12617391347885132,0.4262722134590149,,,,,,,,,,,,,,
17,1999,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
17,2049,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
17,2099,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
17,2105,,,,,,,,,,,,,,,,0.8186046481132507,0.835311770439148,0.5685453414916992,0.613162636756897,0.7184848189353943,0.835311770439148,0.5685453414916992,0.613162636756897,0.7184848189353943,0.8380952477455139,0.800000011920929
17,2105,29.012821197509766,27.94230842590332,28.908119201660156,28.69871711730957,-1.9562550335194828e-07,3.5429208278656006,0.03142089396715164,0.11786631494760513,0.40181905031204224,1.3352547883987427,0.12121470272541046,0.40848949551582336,,,,,,,,,,,,,,
18,2149,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
18,2199,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
18,2222,,,,,,,,,,,,,,,,0.8110749125480652,0.829500675201416,0.5636494159698486,0.5997901558876038,0.7163636088371277,0.829500675201416,0.5636494159698486,0.5997901558876038,0.7163636088371277,0.8767605423927307,0.7545454502105713
18,2222,29.80341911315918,28.58974266052246,29.711538314819336,29.232906341552734,-2.119276274470394e-07,3.49456787109375,0.03159540146589279,0.117230124771595,0.39008986949920654,1.301416277885437,0.12098553776741028,0.4084811210632324,,,,,,,,,,,,,,
19,2249,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
19,2299,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
19,2339,,,,,,,,,,,,,,,,0.8206785321235657,0.8347022533416748,0.56894850730896,0.6337574124336243,0.71757572889328,0.8347022533416748,0.56894850730896,0.6337574124336243,0.71757572889328,0.878892719745636,0.7696969509124756
19,2339,29.816238403320312,28.354700088500977,29.7756404876709,29.41666603088379,-2.119276274470394e-07,3.378741502761841,0.03149361535906792,0.11187233775854111,0.38055628538131714,1.2694385051727295,0.11698663979768753,0.3889710605144501,,,,,,,,,,,,,,
20,2349,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
20,2399,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
20,2449,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
20,2456,,,,,,,,,,,,,,,,0.8231511116027832,0.8406009674072266,0.567513108253479,0.6268221139907837,0.7090908885002136,0.8406009674072266,0.567513108253479,0.6268221139907837,0.7090908885002136,0.8767123222351074,0.7757575511932373
20,2456,30.014957427978516,28.867521286010742,29.83333396911621,29.384614944458008,-2.445318898480764e-07,3.302466869354248,0.029498819261789322,0.1097797378897667,0.36755645275115967,1.244310975074768,0.11393827199935913,0.38316458463668823,,,,,,,,,,,,,,
21,2499,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
21,2549,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
21,2573,,,,,,,,,,,,,,,,0.8325358629226685,0.8385737538337708,0.5641618967056274,0.6103839874267578,0.7030302882194519,0.8385737538337708,0.5641618967056274,0.6103839874267578,0.7030302882194519,0.8787878751754761,0.7909091114997864
21,2573,29.831195831298828,28.700855255126953,29.679487228393555,29.408119201660156,0.21367496252059937,3.422992467880249,0.030459564179182053,0.11533955484628677,0.3729384243488312,1.2914222478866577,0.11681505292654037,0.39800283312797546,,,,,,,,,,,,,,
22,2599,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
22,2649,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
22,2690,,,,,,,,,,,,,,,,0.8209191560745239,0.8312147855758667,0.5545888543128967,0.5951335430145264,0.6975757479667664,0.8312147855758667,0.5545888543128967,0.5951335430145264,0.6975757479667664,0.8604651093482971,0.7848485112190247
22,2690,29.435897827148438,27.741453170776367,29.256410598754883,28.739316940307617,-2.2822975154213054e-07,3.360135078430176,0.029664557427167892,0.11384308338165283,0.3750419616699219,1.2621374130249023,0.11412933468818665,0.3885795772075653,,,,,,,,,,,,,,
23,2699,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
23,2749,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
23,2799,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
23,2807,,,,,,,,,,,,,,,,0.8135048151016235,0.8175469040870667,0.5584573149681091,0.5927242636680603,0.7042424082756042,0.8175469040870667,0.5584573149681091,0.5927242636680603,0.7042424082756042,0.8664383292198181,0.7666666507720947
23,2807,29.542734146118164,28.05128288269043,29.463674545288086,28.920940399169922,-1.7932337925685715e-07,3.487734317779541,0.03042623959481716,0.11864611506462097,0.37847161293029785,1.3181191682815552,0.11679498851299286,0.4060964286327362,,,,,,,,,,,,,,
24,2849,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
24,2899,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
24,2924,,,,,,,,,,,,,,,,0.8065040707588196,0.815319299697876,0.5606116056442261,0.5979607701301575,0.7048484683036804,0.815319299697876,0.5606116056442261,0.5979607701301575,0.7048484683036804,0.8701754212379456,0.7515151500701904
24,2924,30.25213623046875,29.08974266052246,30.33333396911621,29.985042572021484,-2.119276274470394e-07,3.212310314178467,0.028504563495516777,0.10680803656578064,0.35427939891815186,1.1949201822280884,0.11263813078403473,0.3806353509426117,,,,,,,,,,,,,,
25,2949,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
25,2999,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
25,3041,,,,,,,,,,,,,,,,0.8012820482254028,0.809319257736206,0.5529481172561646,0.5965018272399902,0.7063636183738708,0.809319257736206,0.5529481172561646,0.5965018272399902,0.7063636183738708,0.8503401279449463,0.7575757503509521
25,3041,30.145299911499023,29.16452980041504,30.0256404876709,29.602563858032227,0.002347832079976797,3.3187499046325684,0.029420357197523117,0.10855890810489655,0.37188196182250977,1.261263132095337,0.11464029550552368,0.3832132816314697,,,,,,,,,,,,,,
26,3049,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
26,3099,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
26,3149,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
26,3158,,,,,,,,,,,,,,,,0.8062499761581421,0.8079315423965454,0.5560675263404846,0.5890133380889893,0.70333331823349,0.8079315423965454,0.5560675263404846,0.5890133380889893,0.70333331823349,0.8322580456733704,0.7818182110786438
26,3158,30.36324691772461,28.97008514404297,30.100427627563477,29.55555534362793,-1.9562550335194828e-07,3.2036080360412598,0.027497168630361557,0.10671553760766983,0.3570162057876587,1.2037755250930786,0.11012434214353561,0.3757515549659729,,,,,,,,,,,,,,
27,3199,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
27,3249,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
27,3275,,,,,,,,,,,,,,,,0.805031418800354,0.8090938329696655,0.5540791153907776,0.5838665962219238,0.7042424082756042,0.8090938329696655,0.5540791153907776,0.5838665962219238,0.7042424082756042,0.8366013169288635,0.7757575511932373
27,3275,29.89316177368164,29.239316940307617,29.658119201660156,30.010683059692383,0.016436323523521423,3.0756285190582275,0.026843585073947906,0.10095135122537613,0.34256404638290405,1.1687935590744019,0.1053290069103241,0.3573187589645386,,,,,,,,,,,,,,
28,3299,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
28,3349,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
28,3392,,,,,,,,,,,,,,,,0.8108974099159241,0.8134878873825073,0.554455041885376,0.5946057438850403,0.7021211981773376,0.8134878873825073,0.554455041885376,0.5946057438850403,0.7021211981773376,0.8605442047119141,0.7666666507720947
28,3392,30.179487228393555,29.19658088684082,30.102563858032227,29.66452980041504,-2.445318898480764e-07,3.154737710952759,0.0265360064804554,0.10442864149808884,0.3488905429840088,1.1942124366760254,0.10760916024446487,0.37079691886901855,,,,,,,,,,,,,,
29,3399,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
29,3449,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
29,3499,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
29,3509,,,,,,,,,,,,,,,,0.8193548321723938,0.8200774192810059,0.5589904189109802,0.6001204252243042,0.7072727084159851,0.8200774192810059,0.5589904189109802,0.6001204252243042,0.7072727084159851,0.8758620619773865,0.7696969509124756
29,3509,30.185897827148438,29.2713680267334,29.985042572021484,29.85683822631836,-2.2822975154213054e-07,3.082484483718872,0.026679368689656258,0.10021562874317169,0.349128782749176,1.1814930438995361,0.10491245985031128,0.35378167033195496,,,,,,,,,,,,,,
30,3549,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
30,3599,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
30,3626,,,,,,,,,,,,,,,,0.8214285969734192,0.8224833011627197,0.5587549805641174,0.6040031909942627,0.7054545283317566,0.8224833011627197,0.5587549805641174,0.6040031909942627,0.7054545283317566,0.8846153616905212,0.7666666507720947
30,3626,30.25,29.132478713989258,30.16452980041504,29.935897827148438,0.0054786549881100655,3.164804220199585,0.026074888184666634,0.10624364763498306,0.3465864956378937,1.1950337886810303,0.10650871694087982,0.3742862343788147,,,,,,,,,,,,,,
31,3649,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
31,3699,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
31,3743,,,,,,,,,,,,,,,,0.8070739507675171,0.8197700381278992,0.5573174953460693,0.6077447533607483,0.7018181681632996,0.8197700381278992,0.5573174953460693,0.6077447533607483,0.7018181681632996,0.8595890402793884,0.760606050491333
31,3743,30.006410598754883,29.440170288085938,29.841880798339844,30.16239356994629,-1.9562550335194828e-07,3.1119110584259033,0.025897802785038948,0.10879136621952057,0.33431151509284973,1.1699912548065186,0.10261295735836029,0.3644673526287079,,,,,,,,,,,,,,
32,3749,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
32,3799,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
32,3849,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
32,3860,,,,,,,,,,,,,,,,0.8012718558311462,0.8207814693450928,0.5563461780548096,0.5935940146446228,0.7015151381492615,0.8207814693450928,0.5563461780548096,0.5935940146446228,0.7015151381492615,0.8428093791007996,0.7636363506317139
32,3860,29.677350997924805,28.989316940307617,29.702991485595703,29.679487228393555,-1.6302125516176602e-07,3.1504549980163574,0.02779676951467991,0.10741179436445236,0.3436446189880371,1.1809674501419067,0.10645441710948944,0.368446409702301,,,,,,,,,,,,,,
33,3899,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
33,3949,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
33,3977,,,,,,,,,,,,,,,,0.7888706922531128,0.8147875070571899,0.557025134563446,0.601567268371582,0.6975757479667664,0.8147875070571899,0.557025134563446,0.601567268371582,0.6975757479667664,0.8576512336730957,0.7303030490875244
33,3977,30.702991485595703,29.908119201660156,30.713674545288086,30.77777862548828,-2.445318898480764e-07,3.033214569091797,0.026463478803634644,0.1049780324101448,0.3372689187526703,1.134782075881958,0.10168369114398956,0.3502945899963379,,,,,,,,,,,,,,
34,3999,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
34,4049,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
34,4094,,,,,,,,,,,,,,,,0.801261842250824,0.8186192512512207,0.5559287071228027,0.6157046556472778,0.6881818175315857,0.8186192512512207,0.5559287071228027,0.6157046556472778,0.6881818175315857,0.8355262875556946,0.7696969509124756
34,4094,30.824787139892578,30.094017028808594,30.621795654296875,30.28418731689453,-2.2822975154213054e-07,3.142084836959839,0.0259895920753479,0.10720749199390411,0.34460434317588806,1.180539846420288,0.10487258434295654,0.370604008436203,,,,,,,,,,,,,,
35,4099,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
35,4149,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
35,4199,,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
